ID,Rural,Income,Race,Expenditure,Kids
1002284,0,430084,1,8145.5,2
1002285,0,14000,1,4239.5,0
1002286,0,21630,2,2224,0
1002287,0,95000,1,5105.6667,0
1002288,0,14000,1,1160.0167,0
1002289,0,20748,1,2978.5,1
1002290,0,90000,4,3970.4167,0
1002291,0,34452,2,2760.6667,0
1002292,0,7000,1,1003.8167,0
1002293,0,122214,1,7177.6667,0
1002294,0,41966,1,2644.6667,0
1002295,0,30924,1,5032.05,3
1002296,0,37000,1,2518.5833,1
1002297,1,7000,1,3495.5833,0
1002298,0,7380,1,1647.3333,0
1002299,0,12000,1,380.8333,0
1002300,0,48000,1,6033.5,0
1002301,0,204700,2,5987.85,3
1002302,0,28166,1,1973.5833,0
1002303,0,114090,1,6324.4167,0
1002304,0,113800,1,9183.3333,1
1002305,0,76200,1,3569.1667,0
1002306,0,21000,1,3706.9167,0
1002307,0,200000,1,5772.0944,2
1002308,0,76000,1,4379.5,2
1002309,0,2500,4,5835.6666,0
1002310,1,18426,1,1652.3333,0
1002311,0,14706,1,1715.8333,0
1002312,0,38300,2,1497.4666,3
1002313,0,55000,1,2717.6333,1
1002314,0,62100,1,6905.0833,0
1002315,0,179000,1,9413.55,0
1002316,0,210000,1,65321.8333,0
1002317,0,2000,1,2166,0
1002318,0,114000,1,4227.0834,0
1002319,0,241,1,3790.3333,0
1002320,0,120500,1,6652.75,2
1002321,0,56338,1,2363.4167,0
1002322,0,21300,1,1081.6667,0
1002323,0,13200,2,2938.1667,3
1002324,0,59244,1,3294.8333,2
1002325,0,401670,1,9694.1666,0
1002326,0,236015,1,15713.5,0
1002327,0,131200,1,10943,0
1002328,0,7800,1,3786.3333,0
1002329,0,5400,1,377.75,0
1002330,0,236022,1,13958.4167,0
1002331,0,1626,2,1656.6667,0
1002332,0,38000,1,2281.5833,1
1002333,0,11826,1,2367,0
1002334,0,29586,1,2944.7,0
1002335,0,17459,1,2036.6667,0
1002336,0,245200,1,19237.3333,2
1002337,0,1268,2,1842,0
1002338,0,38826,1,3133.6667,1
1002339,0,130000,1,5728.5,0
1002340,0,28000,1,2452.1667,0
1002341,0,50000,2,2094.5833,0
1002342,0,217000,1,11458.3946,0
1002343,0,28074,1,878,0
1002344,0,52460,1,2474.7833,0
1002345,1,60000,1,2952.8333,0
1002346,0,66348,2,6961.75,0
1002347,0,391084,1,12582.9388,2
1002348,0,22412,1,2519.6667,0
1002349,0,59000,1,3256.7,0
1002350,0,39000,1,5899.2666,2
1002351,0,306000,1,14234.8555,0
1002352,0,19515,1,2421.75,0
1002353,0,76672,1,3198.5,0
1002354,1,16000,1,611.5666,5
1002355,0,14000,1,995.1667,0
1002356,0,83544,2,11976.0833,0
1002357,0,41000,2,2307.6667,0
1002358,1,17226,1,1511.3333,0
1002359,0,41289,5,1625.3333,0
1002360,0,48426,1,2877.6667,0
1002361,0,66596,1,5164.6667,0
1002362,0,108280,1,5779.9167,0
1002363,0,26620,1,3546,0
1002364,0,37937,1,5763.3333,0
1002365,0,62343,1,3196.9167,0
1002366,0,600,4,1955.8333,0
1002367,0,17094,6,1029.3333,0
1002368,0,24000,1,1471.3667,0
1002369,0,150000,1,3622.9167,0
1002370,0,70200,1,4835.5833,0
1002371,0,24000,2,2799.3333,1
1002372,0,65619,2,2855.1167,0
1002373,0,26000,5,1865.4167,0
1002374,0,208226,1,7923.75,0
1002375,0,9000,1,1768,2
1002376,0,181600,6,6159.8334,1
1002377,0,88000,1,5166,1
1002378,0,1108,1,910.8333,0
1002379,0,300953,1,30415.3334,1
1002380,0,119850,1,5083.0833,0
1002381,0,35000,1,1328.8167,0
1002382,0,24000,2,2411.9333,0
1002383,0,10968,1,1492.3333,1
1002384,0,3160,1,1112,0
1002385,0,30248,1,4566.6667,0
1002386,0,369464,1,8845.3944,2
1002387,0,78400,1,4298.1666,0
1002388,0,43000,1,1822.3667,0
1002389,0,175001,1,10875.65,0
1002390,0,24000,1,1937.2166,0
1002391,0,46800,1,3473.1666,3
1002392,0,64000,1,2340.2667,5
1002393,0,5000,1,2640.95,0
1002394,0,82000,1,5782.4166,0
1002395,0,126001,1,5025.5833,2
1002396,0,25400,1,4380.6667,0
1002397,0,28074,1,3607,0
1002398,0,105000,1,7254.75,0
1002399,0,92200,1,5354.4167,0
1002400,0,55000,1,6453.4667,0
1002401,0,504084,1,43501.5111,2
1002402,0,38052,2,1123.6667,0
1002403,0,180010,1,13423.8334,0
1002404,0,90000,2,10015.1666,1
1002405,0,24720,2,2614.4166,0
1002406,0,127200,1,4627.2333,0
1002407,0,45001,1,2381.3,1
1002408,0,383084,1,5652.6666,0
1002409,0,10700,1,668.6667,0
1002410,0,102500,1,6194.25,3
1002411,0,2353,1,2213.3333,0
1002412,0,22386,1,1980.3333,0
1002413,0,32000,1,1950,1
1002414,0,21112,1,1466.4167,0
1002415,0,34000,2,5823.4,0
1002416,0,9252,1,1064.6667,0
1002417,0,45000,4,2962.9167,2
1002418,0,100000,1,7058.4277,0
1002419,0,513284,4,7679.4277,0
1002420,0,79000,1,2918,1
1002421,1,12273,1,985.6667,0
1002422,0,28000,1,3888.5,2
1002423,0,153000,1,8423.1666,0
1002424,0,15414,1,3295.6667,0
1002425,0,37026,2,2805.3333,0
1002426,0,186000,4,6503.75,2
1002427,0,32184,1,8555.3333,0
1002428,0,36854,1,4632,0
1002429,0,60000,1,3756.8333,0
1002430,0,5500,1,2604,2
1002431,0,32226,1,3797.2,0
1002432,0,155000,2,7960.8333,0
1002433,0,45000,1,2727.0833,0
1002434,0,202200,2,14098,2
1002435,0,12275,1,1765.6667,1
1002436,0,110000,5,8147.9001,2
1002437,0,23426,1,4906.5666,0
1002438,0,118500,1,6123.3611,3
1002439,0,11370,1,2220.6667,0
1002440,0,88200,1,9371.4167,0
1002441,1,28074,1,1673.6667,0
1002442,0,260000,1,7728,0
1002443,0,135000,1,4646.25,1
1002444,0,19626,1,3607.0833,0
1002445,0,44196,1,3880.75,4
1002446,0,36000,1,2149.6667,0
1002447,0,20000,1,4339.1667,0
1002448,0,38500,1,2054.6667,1
1002449,0,1000,1,466.4167,0
1002450,0,50006,1,3157.3333,0
1002451,0,134902,1,9652.8667,0
1002452,0,34000,6,1550.35,0
1002453,0,100200,6,4149.8333,0
1002454,0,150000,1,3540.7,0
1002455,0,33252,1,2682,0
1002456,0,79000,1,3723.9166,3
1002457,0,9672,2,1175.6667,0
1002458,0,212656,4,8089.9277,0
1002459,0,103000,1,4581.2667,1
1002460,0,261916,6,9402.4166,0
1002461,0,7026,1,500,0
1002462,0,34026,1,1459.3333,0
1002463,0,3252,1,2850.0167,0
1002464,0,83526,1,2358.5833,0
1002465,0,164791,1,8732.5833,0
1002466,0,5000,1,1988.25,0
1002467,1,18000,1,2150.0833,0
1002468,0,75000,1,2350.9333,0
1002469,0,93355,1,4879.5834,0
1002470,0,70000,1,5277.7499,2
1002471,0,21000,2,2406.25,0
1002472,0,129000,1,6877.1667,2
1002473,0,28126,1,4782.25,0
1002474,0,18000,1,844.75,0
1002475,0,39400,4,2700,1
1002476,0,98000,1,2904.25,0
1002477,0,28170,1,19503,1
1002478,1,9171,6,2334,0
1002479,0,11112,1,3648,0
1002480,0,34000,4,6671.75,1
1002481,0,351084,1,53004.9999,0
1002482,0,159200,1,33227,1
1002483,1,14826,1,8418,0
1002484,0,7090,2,4410.7501,0
1002485,0,100000,1,43396.85,1
1002486,0,20228,2,4441.1999,2
1002487,0,50000,1,7511.25,0
1002488,0,78800,6,16298.0001,0
1002489,0,86200,6,16811.25,0
1002490,1,42000,2,10249.25,2
1002491,0,46500,1,7092,0
1002492,0,78000,1,11854.75,0
1002493,0,187000,1,89083.2832,0
1002494,0,59000,2,16889.5001,0
1002495,0,102000,1,16709.6999,1
1002496,0,60826,2,21165.5001,0
1002497,0,48946,1,14979.5332,1
1002498,0,146620,1,29488.9999,2
1002499,0,143164,1,25711.25,3
1002500,1,90386,1,14863.2501,0
1002501,0,85000,2,23876.7499,1
1002502,0,21966,1,8715,0
1002503,0,167435,1,37867.9999,2
1002504,0,16200,1,3122,0
1002505,0,29880,1,6473,0
1002506,0,47500,1,13742.7501,0
1002507,0,508084,1,63344.7809,4
1002508,0,56000,1,8853,1
1002509,0,25874,1,4247.75,0
1002510,0,24000,2,6773.9501,0
1002511,0,34005,1,6900.8,0
1002512,0,82844,1,17341.7501,0
1002513,0,55952,1,53523.25,0
1002514,0,373084,1,25817.0001,2
1002515,0,473234,1,63410.7477,0
1002516,0,3500,1,1221.9999,0
1002517,0,117864,1,30756.7501,0
1002518,0,15000,1,5041.0001,0
1002519,0,10368,1,5144,0
1002520,0,27623,1,6219.8501,0
1002521,0,77000,1,9775.4999,1
1002522,0,29758,4,12824.0001,0
1002523,0,136000,1,16989,1
1002524,1,82000,1,11109.4999,0
1002525,0,95552,1,16622,0
1002526,0,47000,1,9263.5002,0
1002527,0,133000,1,10177.2832,0
1002528,0,26200,1,6279.2499,0
1002529,0,44000,1,7777.5,0
1002530,0,10810,1,7081.5,0
1002531,0,22748,1,18885.75,1
1002532,0,25912,2,5513,1
1002533,0,4000,1,7598.5,2
1002534,0,16286,1,2059.5001,0
1002535,0,44668,1,29211.5333,0
1002536,0,37548,1,8934,0
1002537,0,29250,1,10721,2
1002538,0,65000,1,9061.2501,0
1002539,0,69500,1,15702.75,0
1002540,0,67892,1,12116,0
1002541,0,28358,1,6967,0
1002542,0,30000,1,6262.75,1
1002543,0,43700,1,9785.75,0
1002544,0,1626,2,4036.5,0
1002545,1,21026,1,3870,0
1002546,0,605,1,11551.7501,1
1002547,0,25100,2,12082.2499,0
1002548,0,88323,1,25059.0001,0
1002549,0,4800,1,22947.2832,5
1002550,0,32609,1,26197,0
1002551,0,7000,1,7640.2499,0
1002552,1,24018,1,6983.4999,0
1002553,0,14000,1,14688,0
1002554,0,24000,4,5932,0
1002555,0,39476,1,12853,0
1002556,0,206680,1,32203.0001,1
1002557,0,125536,1,14004.65,1
1002558,0,120000,1,15069,0
1002559,0,343084,1,24661.5001,2
1002560,0,62052,1,10279,0
1002561,0,100000,1,15203.4999,0
1002562,0,1813,1,5047,0
1002563,0,45781,1,6274,0
1002564,0,150000,1,17328.2833,0
1002565,0,90000,2,38174.2501,2
1002566,1,16636,1,34574.9999,0
1002567,0,1980,1,4399,0
1002568,0,80448,2,12810.7499,0
1002569,0,11266,1,6354,0
1002570,0,60350,1,11364.25,0
1002571,0,161300,1,19763.2832,0
1002572,0,26094,1,7451,0
1002573,0,156421,1,23732,0
1002574,0,13596,2,9272,0
1002575,0,250000,6,22298.7833,0
1002576,0,62070,1,7056.3,6
1002577,0,34000,2,9423.6999,1
1002578,0,950,1,2294.5,0
1002579,0,69384,5,10875,0
1002580,0,225000,4,47434.9332,0
1002581,0,45026,1,13600.5,0
1002582,0,13800,1,8764,0
1002583,0,14400,2,3867.5501,2
1002584,0,1850,4,11385.4999,0
1002585,0,160600,1,24957.4999,0
1002586,0,11483,1,10433,0
1002587,0,61500,1,21661.0001,0
1002588,0,65000,1,10419.2501,0
1002589,0,108000,1,18548.25,3
1002590,0,107230,1,31931.0001,0
1002591,0,24000,1,6260.3499,2
1002592,0,75000,1,16394.2832,0
1002593,0,69000,1,14276.5,1
1002594,0,26688,1,7172,0
1002595,0,1626,1,8343.75,0
1002596,0,69656,1,13616,0
1002597,0,195000,4,23566.75,0
1002598,0,32580,1,7278,0
1002599,0,37626,1,7524,0
1002600,0,75000,1,45905.0833,1
1002601,0,112000,1,14274.7499,2
1002602,0,130000,1,21871.5499,2
1002603,0,62000,4,17807.75,2
1002604,0,43000,1,12931.1,3
1002605,0,2148,1,4049.8001,2
1002606,0,30000,1,8005.75,0
1002607,0,8672,1,7983,0
1002608,0,28038,1,5124,0
1002609,0,40512,2,9237.25,0
1002610,0,57550,1,6237.0001,1
1002611,0,40000,1,7934.0501,0
1002612,0,34000,1,12186.7999,1
1002613,0,428184,1,30553.0001,0
1002614,0,75010,1,17611.65,0
1002615,0,25000,1,12532.25,2
1002616,0,1378,1,2604,0
1002617,0,143000,2,13840.1501,2
1002618,0,20810,1,4611.7499,0
1002619,0,40050,1,7586,1
1002620,0,17001,1,4853.2001,0
1002621,1,13126,1,2305.5,0
1002622,0,95200,1,11352.2501,0
1002623,0,220000,1,40163.7499,0
1002624,0,79800,1,13415.5002,0
1002625,0,16950,2,5850,0
1002626,0,64000,1,10825,2
1002627,0,47626,1,15841,0
1002628,0,56400,1,12051.6501,4
1002629,0,60000,1,9138.5,0
1002630,0,35490,1,10091,0
1002631,0,175200,1,36590.2499,0
1002632,0,21237,1,4061.2501,0
1002633,0,60000,1,15015.7499,2
1002634,0,161500,1,56400.0001,0
1002635,0,30426,1,6045.5,0
1002636,0,142000,1,27668.75,1
1002637,0,57200,1,8381.7501,0
1002638,0,1626,1,8104,0
1002639,1,200,1,11281,0
1002640,0,50000,4,9551.25,2
1002641,0,80000,4,13912.8501,0
1002642,0,43967,1,13703.9999,0
1002643,0,36852,1,8393,0
1002644,0,31676,1,7246.4999,0
1002645,0,74000,1,12139.2,0
1002646,0,23400,3,10027.5001,1
1002647,0,23768,1,6409.5,2
1002648,0,1600,1,3684,0
1002649,0,62000,1,9913.75,0
1002650,0,59068,1,8718.2501,0
1002651,0,100452,1,23822,0
1002652,0,105440,1,19041.7832,2
1002653,0,1,2,14100.6001,0
1002654,0,139000,1,18249.2501,0
1002655,0,2400,1,8520.75,1
1002656,0,407484,1,31990.5332,0
1002657,0,71874,1,14216.4999,0
1002658,0,72000,1,8849,0
1002659,0,20000,1,4813.5,0
1002660,0,34160,1,32726.0501,2
1002661,0,63000,4,16743.25,1
1002662,0,205000,1,30458.1831,0
1002663,0,10002,1,5465,0
1002664,0,170200,1,29533.2499,6
1002665,0,8700,1,5431.8999,1
1002666,1,318826,1,53367.0001,0
1002667,0,104953,1,23627.75,0
1002668,0,86900,1,12235.0001,0
1002669,0,7884,1,2812,0
1002670,1,150000,1,33254.9999,0
1002671,0,41491,1,12050,1
1002672,0,15097,1,13096,0
1002673,0,29120,2,6957.0001,0
1002674,0,34120,2,8816.5,6
1002675,0,10320,2,3013,0
1002676,0,5550,6,15161.2,2
1002677,0,30000,1,6561.75,2
1002678,0,131800,1,37866.9999,2
1002679,0,58000,2,8740.8501,3
1002680,0,28754,1,8761,0
1002681,0,88252,1,17948,0
1002682,0,51052,1,8107,0
1002683,0,82020,1,9572.25,0
1002684,0,155000,1,19887.25,1
1002685,0,1839,1,4367.25,0
1002686,0,41026,1,6826.5002,0
1002687,0,88298,1,16426.5001,0
1002688,0,150000,2,15903.7501,0
1002689,0,40000,1,6004,2
1002690,0,48000,1,12319.4999,0
1002691,0,1770,2,8047,0
1002692,0,66446,1,82881,0
1002693,0,7000,1,7533.8499,0
1002694,1,3252,1,6123,0
1002695,0,76762,4,9799.8001,2
1002696,0,116000,1,26003.7501,3
1002697,0,115200,1,10161.5001,0
1002698,0,46948,1,14129.6501,0
1002699,1,6576,1,4388,0
1002700,0,75200,1,13470.6999,0
1002701,0,26440,2,8756.7501,0
1002702,0,12852,1,18646,0
1002703,0,53930,2,7488.8501,0
1002704,0,61000,1,18841.6001,1
1002705,0,32028,1,7466,0
1002706,0,157000,1,19437.8501,1
1002707,0,296433,1,24966.0002,0
1002708,0,533084,1,63976.0641,0
1002709,0,140115,1,33246.7499,4
1002710,0,748,2,5619.4001,0
1002711,0,4604,1,8473.9999,0
1002712,0,53000,1,7057.7501,0
1002713,0,72000,1,13108,0
1002714,0,212052,1,22248,0
1002715,0,7200,1,31386.7,0
1002716,0,96894,1,15373.7501,0
1002717,0,176000,1,24404.9999,0
1002718,0,160000,1,21181.5,3
1002719,0,11158,1,6892,0
1002720,1,24450,1,3751,0
1002721,1,34000,1,11585.1501,0
1002722,0,12678,1,7871,0
1002723,0,38000,1,14856.75,0
1002724,0,95500,5,11640.0001,0
1002725,0,17302,1,5809,0
1002726,0,30025,1,6667.75,0
1002727,0,2000,3,4926,0
1002728,0,179500,1,20708.75,1
1002729,0,28074,1,7145,0
1002730,0,403084,1,48363.2171,0
1002731,0,9600,1,11498,1
1002732,0,85826,4,11330.5001,1
1002733,0,377110,1,13968.2832,0
1002734,1,64000,1,9945,0
1002735,0,500,1,3084.2501,0
1002736,0,12546,4,4926,0
1002737,0,75000,6,19803.7501,0
1002738,0,99000,1,15561.8499,1
1002739,0,23740,1,7169,0
1002740,0,235000,1,21526.5001,0
1002741,1,34839,2,9954,0
1002742,0,24560,1,5734.9999,0
1002743,0,209585,1,34095.0001,0
1002744,0,76500,1,11224.3001,1
1002745,0,80400,1,18378.9998,0
1002746,0,10852,1,9932,0
1002747,0,51800,1,8385.75,2
1002748,0,30500,1,21163.7832,2
1002749,0,59000,1,14667.4,0
1002750,0,43000,1,12039.6002,0
1002751,0,5000,1,6251,0
1002752,0,18966,1,4964.4999,0
1002753,0,45000,1,10076.7999,0
1002754,0,343084,1,48724.217,0
1002755,0,4972,1,12298,0
1002756,0,68001,3,12137.7499,2
1002757,0,112000,1,13418.75,2
1002758,0,1352,1,14524.9999,0
1002759,0,23000,2,4010.0001,0
1002760,0,70000,1,20489.9332,0
1002761,0,3252,1,9072,0
1002762,0,10000,1,9825.5,0
1002763,0,14076,2,4145,0
1002764,0,154000,1,41806.75,0
1002765,0,38000,1,10126.0999,0
1002766,0,24680,1,6485.0999,0
1002767,1,113000,1,10851.55,0
1002768,0,7000,1,13587,1
1002769,0,152559,1,16852,0
1002770,0,24016,1,7421,2
1002771,0,14586,1,3145,0
1002772,0,88476,1,19366.9999,2
1002773,0,156000,1,15221.2832,0
1002774,0,39000,2,13448.0499,1
1002775,0,59000,1,9816.5001,0
1002776,0,443084,1,24175.4999,1
1002777,0,35026,1,9050,0
1002778,0,22226,2,3775.9,0
1002779,0,39000,1,8714.0001,0
1002780,0,58000,1,12788.75,1
1002781,0,32236,1,7478,0
1002782,1,115026,1,19989.3501,2
1002783,0,2571,1,6323,0
1002784,0,348084,4,17984.75,2
1002785,0,150000,1,23248.1501,1
1002786,0,165700,1,26611.7498,0
1002787,0,250000,1,27599.2501,0
1002788,0,76001,1,40214.75,3
1002789,0,40000,1,3734,0
1002790,0,91626,1,30624.8164,1
1002791,0,120000,4,22196,2
1002792,0,88000,2,14531.2832,0
1002793,0,34000,1,6325.2501,0
1002794,0,154000,1,14841.25,0
1002795,1,23420,1,3611.65,0
1002796,0,119601,1,13250.2499,2
1002797,0,138050,1,16724.25,0
1002798,0,143000,1,16979.6,0
1002799,0,490684,1,51380.0331,0
1002800,1,88160,1,15304.7499,0
1002801,0,4300,1,6938.0001,0
1002802,0,45000,1,10978.7501,0
1002803,0,47320,2,7359.7499,2
1002804,0,54426,1,6066,0
1002805,0,72800,1,10551.9999,0
1002806,0,80000,1,13774.2501,0
1002807,0,13026,1,5306,0
1002808,0,73600,1,13271.75,2
1002809,0,120200,4,18891,0
1002810,0,16372,2,7632.0001,1
1002811,0,10998,2,2963,0
1002812,0,22048,1,11173.75,1
1002813,0,16800,1,2431,0
1002814,1,119146,1,15982.75,0
1002815,0,33170,1,11380,0
1002816,0,18066,1,5775,2
1002817,0,214870,1,24300.8001,4
1002818,0,21930,1,7974,0
1002819,0,2400,1,15346.9999,4
1002820,0,191553,1,22417.5,0
1002821,0,4384,1,14600,0
1002822,0,42328,2,7692.4999,1
1002823,0,129800,2,20689.7502,5
1002824,0,95291,1,23000.5001,0
1002825,1,49200,1,18465.2501,0
1002826,0,100000,1,26836.5,4
1002827,0,3400,1,11692,0
1002828,0,26826,1,4583,0
1002829,0,32543,1,97711,0
1002830,0,132350,4,22757.25,2
1002831,0,130000,4,29649.25,2
1002832,0,77000,1,10603.5999,0
1002833,0,61426,1,11493,0
1002834,0,138300,1,22126.4999,0
1002835,0,33300,1,13434,0
1002836,0,91000,1,9819.9499,0
1002837,0,84996,1,29859.4499,2
1002838,0,92592,1,10198.7501,0
1002839,0,17678,6,12219,0
1002840,0,14096,1,6617,0
1002841,0,265500,1,20225.5,0
1002842,0,100000,1,29423.5,0
1002843,0,19890,1,5274.5,0
1002844,0,162000,4,28265.5001,1
1002845,0,117000,1,26849.7501,0
1002846,0,85000,4,8353.7501,0
1002847,0,120000,4,12869.2832,0
1002848,0,108000,1,19893,2
1002849,0,86000,1,14333.3499,0
1002850,0,12648,1,2982.4999,0
1002851,0,150000,1,19687.0001,1
1002852,0,139000,1,22797.5002,0
1002853,0,35652,1,7237.4999,0
1002854,0,140000,1,20062.5,2
1002855,0,1100,1,3677,0
1002856,0,56000,2,10991.5,0
1002857,0,32000,1,13013.5,1
1002858,1,21426,1,6543.5,0
1002859,0,117698,1,20561.4,0
1002860,0,46097,1,4713.1501,0
1002861,0,53830,1,8656.2501,0
1002862,0,31548,6,8666.0001,0
1002863,0,32724,1,6989,0
1002864,0,23772,2,9160.5,0
1002865,0,55000,1,11850.2001,0
1002866,1,3252,1,6846,0
1002867,0,39350,1,17886.1001,3
1002868,0,36312,1,9401.8999,0
1002869,0,39000,2,11303.0001,2
1002870,0,121000,1,60736.2501,0
1002871,0,78600,1,9829.2499,0
1002872,0,92000,1,10652.7499,0
1002873,0,150000,4,27114.0999,0
1002874,0,90000,1,8583.4999,0
1002875,0,17076,1,3585,0
1002876,0,85932,1,13764,0
1002877,0,28600,1,15468.9999,2
1002878,0,102000,1,13552.9999,0
1002879,0,24000,2,8976.5499,0
1002880,0,520984,1,55822.0332,0
1002881,0,23124,1,9496.2499,0
1002882,0,4334,1,1530,0
1002883,1,132000,1,15666.5,0
1002884,0,218200,1,30787.1841,0
1002885,0,84380,1,23433.7833,2
1002886,0,54000,1,11821.75,4
1002887,0,71062,1,10945.7501,0
1002888,0,38026,2,6025.2501,0
1002889,0,170450,1,14682.2831,0
1002890,0,104000,1,16234.8501,7
1002891,0,30550,1,38422.7499,2
1002892,0,142030,3,58589.5,1
1002893,0,40200,1,6859,0
1002894,0,34484,1,26828,0
1002895,0,26928,1,6498,0
1002896,0,358084,1,13727.4998,0
1002897,0,97000,2,14381.2501,0
1002898,0,63352,1,18384,0
1002899,0,35484,1,9429,0
1002900,0,166500,1,64846.75,4
1002901,0,14058,4,4391,0
1002902,0,5200,1,13408.2499,1
1002903,0,12000,1,6677.5,0
1002904,0,35000,1,8746.5001,0
1002905,0,43000,1,14355.3,0
1002906,0,13026,1,12007,0
1002907,0,150000,1,18470.75,0
1002908,0,150000,4,15196.5332,1
1002909,0,191000,1,27812.2831,1
1002910,0,31267,1,13166.4999,0
1002911,0,30394,1,47589,0
1002912,0,34000,1,6343.4499,0
1002913,0,153300,1,41497.5,0
1002914,0,145338,1,16912.2832,0
1002915,0,26000,1,5665.4,1
1002916,0,35342,1,12039.4999,0
1002917,0,12414,2,2709,0
1002918,0,21600,1,7293.25,0
1002919,0,12426,1,3361,0
1002920,0,875005,4,64440.0639,2
1002921,0,30800,1,12188.7501,0
1002922,0,26235,1,12599,0
1002923,0,525684,1,64606.5328,0
1002924,0,19338,1,7790,0
1002925,0,180000,1,32550.7832,0
1002926,0,32328,2,11849.2501,2
1002927,1,49404,1,9785.5001,0
1002928,0,115501,1,19062.7499,0
1002929,0,62400,1,17432.2832,0
1002930,0,15786,1,4156,0
1002931,1,108472,1,10032.5001,0
1002932,0,3252,4,11364,0
1002933,0,20226,1,3584.3333,0
1002934,0,34826,1,1405.3333,0
1002935,0,88000,1,10066.4999,1
1002936,0,36000,4,12952.7333,0
1002937,0,75000,1,10137.9001,0
1002938,1,95000,1,18660.3334,0
1002939,1,76400,1,9870.0667,0
1002940,0,60000,6,40173.3555,3
1002941,0,23730,1,4993.6667,0
1002942,1,120001,1,13749.8333,0
1002943,0,51700,1,9798.1667,1
1002944,0,40040,1,3373.8333,0
1002945,0,116900,1,13191.6,0
1002946,0,24960,2,4090.4999,0
1002947,0,128003,1,12124.4999,1
1002948,0,100600,1,9680.0668,0
1002949,0,69000,1,33648.5001,0
1002950,0,86400,1,12619.6669,0
1002951,0,86972,4,10420.6667,0
1002952,1,54600,1,6899.1666,0
1002953,0,110000,1,22436.2667,0
1002954,0,27552,1,5016.3333,0
1002955,0,12000,4,14270,0
1002956,0,38750,2,9158.6667,3
1002957,0,36855,1,5182.3333,0
1002958,0,36800,1,4614.2001,0
1002959,1,150761,1,16543,2
1002960,0,36400,1,7575.1666,0
1002961,0,67520,1,7688.1667,3
1002962,0,15786,1,4232.6667,0
1002963,0,24980,1,3307.6667,0
1002964,0,52091,6,5619.1666,1
1002965,0,88000,1,9797.8334,0
1002966,0,12000,2,7150.9333,0
1002967,0,800,1,2908.1666,0
1002968,1,4224,1,4421.6667,0
1002969,0,50000,1,6030.8333,0
1002970,0,106000,1,8695.5,0
1002971,0,7000,1,5990.9333,0
1002972,0,13000,1,8445.7999,0
1002973,0,21944,1,4319.6667,0
1002974,0,80000,1,4624.6667,0
1002975,0,117000,1,9330.0667,2
1002976,0,192000,1,18063.1667,0
1002977,0,1310,1,3390.3333,0
1002978,0,118000,1,12603.1665,0
1002979,0,15000,4,1829.3334,0
1002980,0,111660,1,12976.6333,4
1002981,0,45000,1,4388.8334,0
1002982,0,74986,1,8720.5001,0
1002983,0,42000,1,6926.5,2
1002984,0,26000,1,12965.8555,0
1002985,0,45152,1,7309,0
1002986,0,31544,1,6027.8334,3
1002987,0,14022,2,1657,0
1002988,0,50000,1,9430.5,0
1002989,0,37938,1,9208.3333,1
1002990,0,41000,1,3745.5001,1
1002991,0,110000,1,14076.1666,0
1002992,0,120000,2,14542.1666,3
1002993,0,19483,1,2525.3333,0
1002994,0,2015,1,3648.8333,0
1002995,0,76500,1,9984.0001,6
1002996,0,120550,1,36607.1001,1
1002997,0,64750,1,8350.3333,0
1002998,0,20962,1,4269,0
1002999,0,61520,1,5165.4999,0
1003000,0,2000,1,17724.3333,0
1003001,0,28638,1,6650,0
1003002,0,23650,1,3583,0
1003003,0,49200,1,6351.7001,0
1003004,0,145000,4,15574.8556,3
1003005,0,57000,1,21765.5,0
1003006,0,59226,1,12710.6667,0
1003007,0,158000,1,14019.1889,0
1003008,0,82400,1,7062.3333,0
1003009,0,131312,1,12168.0001,2
1003010,0,39400,5,8198.8334,1
1003011,1,25898,1,3053.3333,0
1003012,0,32197,1,5097.6666,2
1003013,0,474304,1,28273,0
1003014,0,73000,2,8128.5001,3
1003015,0,224579,4,16836.6667,2
1003016,0,4000,1,2779,0
1003017,0,75871,1,16537.6667,0
1003018,0,49026,1,7229.1667,0
1003019,0,23226,2,8329.3333,0
1003020,0,127432,1,10797.4667,0
1003021,0,289000,1,20749.6667,0
1003022,0,68000,1,29727.2001,0
1003023,0,97000,1,10973.8334,2
1003024,1,158000,1,33266.6667,0
1003025,0,180000,1,13218.8555,0
1003026,0,135000,1,11527.2999,2
1003027,0,60600,1,9304.8334,0
1003028,0,92300,6,7630.3333,1
1003029,1,19548,1,3516,0
1003030,0,97000,1,9719.4667,0
1003031,0,3252,1,2919.6667,0
1003032,0,1200,1,6648.6667,0
1003033,0,119200,1,7734.1667,0
1003034,0,49000,1,3915.1667,1
1003035,0,34177,2,7041.6667,0
1003036,0,148800,1,8448.1666,0
1003037,0,113132,1,10448.5,0
1003038,0,100000,1,12135.6667,0
1003039,0,13000,1,2615.8334,0
1003040,0,502084,1,41195.8776,0
1003041,0,18216,1,3718.6667,0
1003042,0,16476,1,2472,0
1003043,0,16506,1,2042.6667,0
1003044,0,13770,1,2338.6667,0
1003045,0,38200,1,6580,0
1003046,1,51000,1,3888.8334,0
1003047,0,162150,1,10396.3333,0
1003048,0,141000,1,18277.6666,2
1003049,0,488084,1,29113.8335,0
1003050,0,31548,1,5133.6667,0
1003051,0,144020,1,11663.5,0
1003052,0,50000,1,4412.5,1
1003053,0,245000,2,28353.611,0
